ic_number,plate_number,age,months_as_customer,vehicle_age_years,vehicle_make,policy_expired_flag,deductible_amount,market_value,damage_severity_score,repair_amount,at_fault_flag,time_to_report_days,claim_reported_to_police_flag,license_type_missing_flag,num_third_parties,num_witnesses,approval_flag,coverage_amount
960923-16-7638,XQC5518,41,46,3,Proton X70,0,500.0,110000.0,0.41,14070.54,0,4,1,0,0,2,1,13570.54
461120-84-6190,CWM0827,49,4,0,Proton X70,0,200.0,110000.0,0.65,33349.58,0,5,0,0,1,1,1,33149.58
450610-67-5150,UJW9834,45,6,5,Proton X70,0,500.0,110000.0,0.64,32244.49,0,2,1,0,0,0,1,31744.49
730420-31-3692,OUB2977,47,44,20,Perodua Myvi,0,1000.0,50000.0,0.57,11214.86,1,7,1,0,0,1,1,10214.86
730709-80-1965,WXV1220,57,43,7,Proton X70,0,800.0,110000.0,0.71,27917.7,0,4,0,0,1,1,1,27117.7
061012-71-9338,MQQ8054,54,52,9,Perodua Myvi,0,800.0,50000.0,0.74,17823.01,0,3,0,0,0,1,1,17023.01
800701-73-5854,WBE6843,38,78,2,Nissan Almera,1,300.0,70000.0,0.8,26801.25,0,3,0,0,3,0,1,26501.25
530803-34-7890,UER0212,26,6,0,Perodua Myvi,0,300.0,50000.0,0.77,14504.15,0,0,0,0,0,2,1,14204.15
571228-83-7442,AQI0376,54,16,9,Perodua Myvi,0,200.0,50000.0,0.5,10938.37,0,6,1,0,0,0,1,10738.37
500916-91-1707,USJ3758,37,62,16,Toyota Vios,0,300.0,75000.0,0.72,23360.36,1,6,1,0,1,1,1,23060.36
950819-60-5236,XVD3610,51,41,11,Toyota Vios,0,300.0,75000.0,0.59,13398.23,1,5,1,0,2,0,1,13098.23
000329-90-4477,KIX6203,22,21,2,Perodua Myvi,1,800.0,50000.0,0.75,13110.54,0,4,0,0,0,0,0,0.0
441023-56-9707,GWV1419,42,0,14,Toyota Vios,0,1000.0,75000.0,0.79,20975.48,1,3,1,0,1,1,1,19975.48
780605-16-6695,FIR1051,51,50,2,Proton X70,0,500.0,110000.0,0.58,19414.78,0,6,0,0,0,2,1,18914.78
630309-77-9353,RGF5551,49,88,6,Proton X70,0,800.0,110000.0,0.46,17609.83,0,5,1,0,0,2,1,16809.83
521208-13-3167,IAQ8059,53,1,4,Proton X70,0,800.0,110000.0,0.66,23200.95,0,4,1,0,0,2,1,22400.95
780920-62-9988,KMU4705,42,11,14,Perodua Myvi,0,800.0,50000.0,0.56,10511.57,0,5,1,0,1,1,1,9711.57
771028-44-9008,EPW7382,69,4,5,Proton X70,0,1000.0,110000.0,0.79,36178.43,0,9,0,0,0,0,0,0.0
800608-64-7739,SXE2887,18,0,5,Perodua Myvi,0,300.0,50000.0,0.58,11470.9,0,3,1,0,0,3,1,11170.9
590226-23-6234,XGP9912,46,22,18,Mazda 3,0,1000.0,130000.0,0.46,28546.98,1,4,1,0,0,2,1,27546.98
960911-49-8157,FTQ6741,50,6,15,Perodua Myvi,0,500.0,50000.0,0.72,12839.12,0,6,0,0,0,2,1,12339.12
601001-87-5983,TDX3957,18,0,2,Proton X70,0,500.0,110000.0,0.53,24570.01,0,5,0,0,0,0,1,24070.01
040602-57-9490,ZRA6585,35,49,17,Perodua Myvi,0,1000.0,50000.0,0.48,8974.42,0,1,1,0,0,1,1,7974.42
881101-97-5050,SIA6780,45,3,20,Perodua Myvi,0,800.0,50000.0,0.65,15225.64,0,4,1,0,0,2,1,14425.64
670529-40-2493,CRC4194,36,2,11,Honda City,1,200.0,80000.0,0.46,12243.64,0,5,1,0,1,1,1,12043.64
760105-40-2317,ULE0013,49,166,6,Mazda 3,0,1000.0,130000.0,0.7,29664.01,0,4,1,1,0,0,1,28664.01
510129-33-6621,TVC3164,42,48,1,Toyota Vios,0,300.0,75000.0,0.56,19999.52,0,3,1,0,1,2,1,19699.52
811108-82-2527,TXK2147,18,0,9,Mazda 3,0,800.0,130000.0,0.74,34816.64,0,2,1,0,0,3,1,34016.64
051013-84-5701,PPM1764,31,107,4,Perodua Myvi,0,300.0,50000.0,0.69,13339.09,1,9,0,0,2,0,0,0.0
850824-69-8246,TCR9887,26,10,4,Perodua Myvi,0,300.0,50000.0,0.64,10735.5,1,7,1,0,0,2,1,10435.5
701020-65-1200,PSA9034,32,0,0,Toyota Vios,0,1000.0,75000.0,0.58,18350.6,0,2,0,1,0,3,1,17350.6
540212-76-8694,YES9102,49,21,12,Perodua Myvi,0,800.0,50000.0,0.66,10230.03,0,5,0,1,1,0,1,9430.03
870323-99-1114,WST5918,44,10,13,Perodua Myvi,0,1000.0,50000.0,0.71,12501.11,0,4,0,0,0,0,1,11501.11
050222-67-2325,XVG8599,47,40,5,Honda City,0,200.0,80000.0,0.79,27885.22,1,6,0,0,2,1,1,27685.22
591125-94-6876,TEE9461,29,7,1,Proton X70,1,1000.0,110000.0,0.73,37617.55,0,3,1,0,0,0,0,0.0
920201-35-0772,AYG6019,33,45,16,Perodua Myvi,0,1000.0,50000.0,0.68,11781.41,0,5,0,0,0,0,1,10781.41
900617-73-2718,DNF6082,26,10,17,Perodua Myvi,0,500.0,50000.0,0.69,16423.56,0,5,0,0,0,1,1,15923.560000000001
660504-49-6476,UTP7935,41,0,12,Honda City,0,200.0,80000.0,0.76,29076.84,0,5,1,0,0,0,1,28876.84
940209-80-8697,NYE9412,31,27,17,Mazda 3,0,300.0,130000.0,0.56,22378.25,0,5,1,0,0,0,1,22078.25
700606-57-4436,YKS3822,41,8,5,Perodua Myvi,0,500.0,50000.0,0.49,9331.17,0,4,1,0,1,0,1,8831.17
560824-96-4472,WUT8907,46,17,3,Proton X70,0,800.0,110000.0,0.61,30231.11,0,4,1,0,1,2,1,29431.11
950727-38-6321,GIH1284,47,3,6,Perodua Myvi,0,300.0,50000.0,0.68,11203.44,0,2,1,0,4,2,1,10903.44
700527-56-3940,AVX9792,36,0,3,Honda City,0,200.0,80000.0,0.64,24912.99,0,3,0,0,1,0,1,24712.99
820804-37-9557,WYF1925,57,12,5,Proton X70,0,500.0,110000.0,0.49,20881.99,1,5,1,0,0,0,1,20381.99
541126-75-7623,UMJ6024,18,0,10,Perodua Myvi,0,200.0,50000.0,0.62,13996.38,0,9,0,0,0,1,0,0.0
590228-93-9052,EFW6657,19,1,8,Mazda 3,0,500.0,130000.0,0.56,29636.09,1,9,0,0,0,2,0,0.0
440531-37-3336,JNW1737,29,1,6,Proton X70,0,500.0,110000.0,0.74,35120.21,0,4,0,0,0,1,1,34620.21
820130-28-3802,QMW3140,48,10,10,Perodua Myvi,0,800.0,50000.0,0.6,13608.96,0,5,1,0,0,1,1,12808.96
981210-15-6173,LTE8815,32,86,6,Proton X70,0,1000.0,110000.0,0.79,31810.48,1,5,1,1,0,0,1,30810.48
600716-21-8681,NKM7853,50,17,0,Nissan Almera,0,300.0,70000.0,0.69,17941.0,1,1,1,1,0,2,1,17641.0
850910-64-4323,SVP6807,41,23,3,Perodua Myvi,0,1000.0,50000.0,0.61,9230.03,0,5,0,0,1,0,1,8230.03
640925-61-8810,YMU0739,18,0,6,Proton X70,0,300.0,110000.0,0.49,18835.81,0,7,0,0,1,2,1,18535.81
680426-80-6276,LAQ3464,59,1,12,Mazda 3,1,800.0,130000.0,0.7,43217.22,0,5,1,0,0,1,1,42417.22
810502-87-8731,PRW0032,26,21,0,Nissan Almera,0,1000.0,70000.0,0.69,17140.01,1,4,0,0,0,1,1,16140.009999999998
911025-06-2571,HAQ4051,32,5,13,Perodua Myvi,1,200.0,50000.0,0.74,16687.9,0,3,1,0,0,2,1,16487.9
520422-27-4975,GTN7190,41,9,6,Proton X70,0,500.0,110000.0,0.54,18359.75,0,3,1,0,0,0,1,17859.75
540525-27-0602,CRL8720,39,13,17,Perodua Myvi,0,200.0,50000.0,0.77,14655.54,1,7,1,0,0,1,1,14455.54
500128-91-0190,AVV6767,38,3,3,Proton X70,0,200.0,110000.0,0.64,30086.7,0,9,1,0,0,2,1,29886.7
940806-21-0777,OKA1664,45,15,6,Proton X70,0,300.0,110000.0,0.71,27265.69,0,7,0,0,1,0,1,26965.69
590410-96-3967,ZWV1664,29,8,1,Perodua Myvi,1,300.0,50000.0,0.52,8616.33,0,5,1,0,1,1,1,8316.33
510213-38-6054,VJH2360,29,55,6,Proton X70,0,800.0,110000.0,0.63,26135.0,0,5,1,0,0,0,1,25335.0
631021-26-2294,KGH7913,66,13,3,Perodua Myvi,0,500.0,50000.0,0.5,10586.17,0,4,0,0,0,2,1,10086.17
630117-17-8711,QEV7070,42,5,6,Nissan Almera,0,500.0,70000.0,0.54,18037.77,0,5,1,0,0,0,1,17537.77
740622-56-7844,RKQ3046,27,63,10,Perodua Myvi,1,300.0,50000.0,0.56,10741.8,0,6,1,0,0,1,1,10441.8
951020-94-1526,TLR5869,51,10,15,Honda City,0,500.0,80000.0,0.68,25865.21,0,4,1,0,0,2,1,25365.21
590828-28-9555,HPG8332,27,52,5,Proton X70,0,300.0,110000.0,0.46,18138.41,0,3,1,0,0,2,1,17838.41
880611-51-6583,YSA7257,41,64,0,Proton X70,0,300.0,110000.0,0.78,32847.11,0,9,1,0,1,1,1,32547.11
970303-97-5912,VRQ2630,24,42,17,Perodua Myvi,0,300.0,50000.0,0.78,19335.5,1,4,0,0,0,2,0,0.0
810625-63-7886,FKB6209,44,8,1,Toyota Vios,0,1000.0,75000.0,0.73,27035.51,1,2,1,0,1,0,1,26035.51
920309-12-9005,MVH9984,51,14,5,Proton X70,0,1000.0,110000.0,0.73,30617.83,0,6,1,0,0,1,1,29617.83
671022-74-7397,QBO7578,18,0,0,Proton X70,0,1000.0,110000.0,0.68,31767.81,0,4,1,0,1,0,1,30767.81
930605-21-2388,AYR4379,50,6,0,Perodua Myvi,0,500.0,50000.0,0.6,13560.38,0,2,1,0,0,1,1,13060.38
861012-96-5229,IVF4649,38,6,1,Toyota Vios,0,300.0,75000.0,0.71,15997.04,0,4,0,0,1,2,1,15697.04
970801-01-7179,HXG8642,36,56,16,Perodua Myvi,0,1000.0,50000.0,0.48,9398.87,0,2,1,0,0,0,1,8398.87
540209-88-7392,MLH9746,24,37,3,Honda City,0,800.0,80000.0,0.57,18094.5,1,5,1,0,0,2,1,17294.5
820730-66-7413,TGS4255,19,11,7,Proton X70,1,800.0,110000.0,0.5,21143.75,1,6,1,0,0,1,0,0.0
560614-84-6849,WTZ3985,21,3,18,Perodua Myvi,0,300.0,50000.0,0.59,10103.99,0,8,0,0,1,1,0,0.0
860122-74-2898,XSW2908,33,64,1,Perodua Myvi,0,1000.0,50000.0,0.49,9041.72,1,7,1,0,0,0,1,8041.719999999999
790825-85-7641,YDQ1103,50,68,3,Mazda 3,0,300.0,130000.0,0.56,22267.06,1,3,0,0,0,0,1,21967.06
520906-65-8982,FLL4983,34,38,6,Honda City,0,300.0,80000.0,0.68,17768.77,1,3,1,0,0,1,1,17468.77
780119-64-8639,LVB1630,61,10,4,Perodua Myvi,0,300.0,50000.0,0.57,12550.47,0,4,1,0,0,1,1,12250.47
631225-52-9067,YXU6025,18,0,7,Toyota Vios,0,500.0,75000.0,0.76,26779.51,0,9,1,0,1,1,1,26279.51
751117-17-4366,UMU1460,28,10,6,Nissan Almera,0,200.0,70000.0,0.71,21922.42,0,4,1,0,0,0,1,21722.42
721016-89-4247,XDM6325,66,4,7,Proton X70,0,300.0,110000.0,0.66,25706.07,0,8,1,0,0,0,1,25406.07
030830-64-7144,NKF2833,32,5,16,Perodua Myvi,0,800.0,50000.0,0.48,7641.46,0,5,1,0,0,1,1,6841.46
690629-69-7289,DMI5769,40,11,17,Mazda 3,0,200.0,130000.0,0.5,20100.16,1,1,1,0,0,1,1,19900.16
950504-07-8669,OAL1161,48,6,13,Perodua Myvi,0,300.0,50000.0,0.42,8763.04,0,8,1,1,0,0,1,8463.04
601011-56-6426,JRW5061,52,3,7,Perodua Myvi,0,1000.0,50000.0,0.71,14672.62,1,5,0,0,0,2,1,13672.62
970427-54-9765,HZG9393,60,10,15,Perodua Myvi,0,500.0,50000.0,0.79,17239.28,0,2,1,0,0,0,1,16739.28
900831-15-3269,LTA1033,28,18,7,Toyota Vios,0,200.0,75000.0,0.53,19407.53,0,2,1,0,0,0,1,19207.53
581129-62-0570,GYE6524,49,4,14,Perodua Myvi,0,200.0,50000.0,0.54,11631.84,0,5,0,0,2,2,1,11431.84
680829-91-1354,ZZJ0329,51,40,4,Perodua Myvi,0,500.0,50000.0,0.62,14423.8,0,4,0,0,1,1,1,13923.8
060430-45-1602,QID4572,44,5,18,Perodua Myvi,0,1000.0,50000.0,0.5,7774.07,0,4,1,0,1,0,1,6774.07
530508-29-7607,PQQ9327,33,20,6,Proton X70,0,500.0,110000.0,0.58,30257.69,0,8,1,0,1,1,1,29757.69
660421-20-8037,NVU2003,53,15,6,Proton X70,0,200.0,110000.0,0.73,38230.26,0,6,1,0,1,1,1,38030.26
060809-10-4903,EGV6375,31,102,7,Proton X70,0,500.0,110000.0,0.41,15398.57,0,7,1,0,2,1,1,14898.57
670125-51-5047,AEM1587,19,5,15,Honda City,0,1000.0,80000.0,0.71,20952.3,0,4,1,0,0,1,1,19952.3
000123-52-0263,NHE8316,18,0,0,Proton X70,0,500.0,110000.0,0.64,26693.0,0,2,0,0,0,1,1,26193.0
730904-34-9407,LGY4723,61,1,2,Mazda 3,0,300.0,130000.0,0.72,42784.49,1,9,1,0,1,1,1,42484.49
631215-76-9904,KZN8733,58,2,14,Perodua Myvi,0,800.0,50000.0,0.48,8180.96,0,4,1,0,0,0,1,7380.96
870925-25-5649,PQP6272,28,1,0,Perodua Myvi,1,200.0,50000.0,0.71,12175.13,1,7,1,0,0,0,0,0.0
900209-56-8104,EEW2144,47,10,10,Perodua Myvi,0,1000.0,50000.0,0.7,12658.06,1,4,0,0,0,0,0,0.0
760617-57-7479,DES5037,64,4,11,Perodua Myvi,0,800.0,50000.0,0.44,6870.59,0,2,1,0,0,1,1,6070.59
501219-21-2024,CSQ1397,41,1,6,Perodua Myvi,0,300.0,50000.0,0.75,11926.35,0,4,1,0,0,1,1,11626.35
621120-83-1515,WVH2643,32,37,12,Nissan Almera,0,500.0,70000.0,0.69,14853.06,0,5,1,0,2,0,1,14353.06
710425-70-0756,JGZ7775,18,0,12,Nissan Almera,0,500.0,70000.0,0.75,26165.35,0,6,0,0,0,1,1,25665.35
551129-42-4442,ZMD0813,18,0,17,Mazda 3,0,200.0,130000.0,0.76,35771.1,0,6,1,0,0,0,1,35571.1
781122-27-3943,VRN3920,42,14,1,Proton X70,0,300.0,110000.0,0.79,39272.8,0,10,0,0,1,1,1,38972.8
510202-41-1214,TEZ9050,58,12,7,Proton X70,0,200.0,110000.0,0.67,31726.55,0,8,0,0,1,0,0,0.0
910506-04-2548,EGD7149,28,84,1,Proton X70,0,200.0,110000.0,0.59,20289.43,0,4,1,0,0,1,1,20089.43
650316-28-5897,LNW3964,28,4,16,Perodua Myvi,0,1000.0,50000.0,0.67,12751.99,0,2,0,0,0,2,1,11751.99
541124-04-7777,FFZ4502,49,7,1,Perodua Myvi,0,800.0,50000.0,0.64,11538.84,0,4,0,0,0,0,1,10738.84
021229-04-6513,QQG9015,45,3,13,Perodua Myvi,0,300.0,50000.0,0.46,9041.1,0,4,0,0,0,2,1,8741.1
690728-76-4756,RRK9700,49,20,2,Perodua Myvi,0,1000.0,50000.0,0.68,16036.36,1,3,0,0,1,0,0,0.0
940916-16-9690,TIK4542,45,6,2,Nissan Almera,0,1000.0,70000.0,0.41,13543.79,0,8,1,0,0,1,1,12543.79
750921-14-8835,KKX3483,30,14,4,Proton X70,0,300.0,110000.0,0.69,23734.9,0,8,0,1,1,0,0,0.0
801208-30-5317,TPU0196,26,34,16,Perodua Myvi,0,1000.0,50000.0,0.46,11282.84,0,7,1,0,1,3,1,10282.84
530222-36-3514,LKD5257,42,0,6,Honda City,0,1000.0,80000.0,0.71,26987.59,0,3,1,0,0,0,1,25987.59
690519-41-5109,FJP2690,38,5,7,Proton X70,0,800.0,110000.0,0.64,31329.52,0,4,1,0,0,2,1,30529.52
680213-04-0958,HCD5311,52,3,12,Perodua Myvi,0,300.0,50000.0,0.52,9917.84,0,5,1,0,1,1,1,9617.84
601016-77-8854,TJG4387,65,81,15,Toyota Vios,0,800.0,75000.0,0.67,17625.62,0,11,1,0,0,1,1,16825.62
741018-89-4110,NBI0496,43,11,1,Honda City,0,200.0,80000.0,0.46,14669.34,0,4,0,0,0,2,1,14469.34
580831-52-8222,STV2153,44,53,14,Mazda 3,0,800.0,130000.0,0.62,37073.1,0,5,0,0,1,2,1,36273.1
490903-89-5125,QAE2738,44,69,3,Proton X70,0,500.0,110000.0,0.46,22831.97,0,1,0,0,0,3,1,22331.97
780514-59-9159,ZUP1680,34,6,17,Honda City,0,300.0,80000.0,0.73,17622.5,0,10,1,0,0,1,1,17322.5
920910-84-3767,AQN1982,48,68,2,Nissan Almera,0,500.0,70000.0,0.73,22215.58,0,6,1,0,1,0,1,21715.58
620601-36-3371,GSX7278,46,6,2,Perodua Myvi,0,800.0,50000.0,0.6,9111.98,0,5,1,0,0,0,1,8311.98
920403-70-1353,KZE3504,33,39,20,Perodua Myvi,0,1000.0,50000.0,0.62,13405.62,0,5,1,0,0,0,1,12405.62
470208-55-0974,DLK6473,43,2,13,Toyota Vios,0,200.0,75000.0,0.73,18858.18,0,4,0,0,1,1,1,18658.18
040618-07-4981,LED7904,18,0,8,Honda City,0,300.0,80000.0,0.68,22282.35,0,5,0,0,1,0,1,21982.35
930109-04-0785,YJB4575,26,41,19,Perodua Myvi,0,800.0,50000.0,0.6,9450.34,0,3,1,0,0,0,1,8650.34
981019-51-0053,BVG8110,57,2,3,Honda City,0,300.0,80000.0,0.5,12576.4,0,7,1,0,1,0,1,12276.4
590716-66-4146,PHV8691,35,4,1,Proton X70,0,500.0,110000.0,0.55,25805.65,0,4,0,0,0,0,1,25305.65
900613-19-4563,MVG8551,20,24,1,Proton X70,0,300.0,110000.0,0.48,16372.76,0,7,0,0,0,2,1,16072.76
500730-24-5740,ACE6647,29,50,0,Nissan Almera,0,500.0,70000.0,0.69,15264.28,0,3,0,0,3,0,1,14764.28
520116-33-5826,UHR0972,55,9,4,Proton X70,0,300.0,110000.0,0.79,37125.16,0,3,0,0,1,2,1,36825.16
750216-20-1615,IBF2752,52,3,8,Honda City,0,200.0,80000.0,0.51,18908.28,0,1,0,0,3,0,1,18708.28
620720-10-5101,BXY1677,46,23,1,Honda City,0,500.0,80000.0,0.51,14779.23,1,2,1,0,0,3,1,14279.23
051222-40-6823,LBR3340,29,62,18,Perodua Myvi,0,500.0,50000.0,0.45,8067.43,1,6,0,0,1,2,1,7567.43
901211-89-7305,ZCH0020,46,31,17,Perodua Myvi,0,200.0,50000.0,0.44,7815.98,1,4,1,0,0,0,1,7615.98
441030-96-6282,FAM7620,48,105,12,Toyota Vios,1,200.0,75000.0,0.72,16993.92,0,3,1,0,0,0,1,16793.92
640224-99-8409,YBV3850,53,14,15,Perodua Myvi,1,1000.0,50000.0,0.47,9685.62,1,7,0,0,0,2,0,0.0
000823-71-2716,NPE8784,37,68,3,BMW 3 Series,0,500.0,250000.0,0.44,50454.22,0,7,0,0,3,3,1,49954.22
031018-33-4733,GOG1756,35,14,10,Perodua Myvi,0,300.0,50000.0,0.76,14946.35,0,3,0,0,1,0,1,14646.35
010313-56-5706,TWQ8293,28,14,2,Perodua Myvi,0,200.0,50000.0,0.77,14510.09,0,3,0,0,0,0,1,14310.09
070309-31-3895,JOC2459,44,5,7,Perodua Myvi,0,1000.0,50000.0,0.75,13796.13,0,2,1,0,0,0,1,12796.13
770909-24-6223,BKA0428,28,23,0,Perodua Myvi,0,300.0,50000.0,0.58,9048.94,0,2,1,0,1,2,1,8748.94
760703-42-5370,TJM1636,46,8,2,Nissan Almera,0,1000.0,70000.0,0.56,13937.82,0,3,1,0,0,0,1,12937.82
680624-72-3401,BDQ0601,21,22,0,Proton X70,0,800.0,110000.0,0.43,19866.97,0,6,1,0,1,2,1,19066.97
500704-70-4381,WQJ7902,41,4,18,Perodua Myvi,0,1000.0,50000.0,0.61,13056.48,1,2,0,0,2,1,0,0.0
820123-56-6467,GSQ6199,31,64,7,Proton X70,0,500.0,110000.0,0.64,32338.48,0,5,0,0,1,1,1,31838.48
730610-63-2500,BSS1627,32,70,13,Nissan Almera,0,300.0,70000.0,0.56,15768.08,0,0,1,0,0,0,1,15468.08
820310-86-4713,KMR4009,40,23,0,Proton X70,0,200.0,110000.0,0.46,18217.71,0,6,1,0,0,1,1,18017.71
760521-08-1859,QSZ4647,61,5,15,Perodua Myvi,0,200.0,50000.0,0.42,9700.27,1,7,1,0,1,1,1,9500.27
950214-31-9857,FRA2550,25,5,12,Perodua Myvi,0,300.0,50000.0,0.46,7331.71,0,8,1,0,0,0,1,7031.71
631006-90-8011,TNU1270,39,22,11,Nissan Almera,0,200.0,70000.0,0.64,13478.34,0,4,0,0,0,0,1,13278.34
620715-09-3866,UJJ9293,54,16,2,Proton X70,0,300.0,110000.0,0.78,28190.1,0,3,1,0,1,0,1,27890.1
700109-76-1222,SVB2901,40,5,12,Perodua Myvi,0,200.0,50000.0,0.74,16771.01,0,5,0,0,1,1,1,16571.01
691025-30-8029,WEU5071,44,108,14,Perodua Myvi,0,300.0,50000.0,0.6,13250.35,0,2,0,0,0,2,1,12950.35
860705-88-1610,JQZ6722,29,3,0,Proton X70,0,300.0,110000.0,0.56,18521.12,1,5,1,0,0,0,1,18221.12
961003-45-3303,KVC2012,36,2,2,Proton X70,0,800.0,110000.0,0.76,37400.49,1,0,1,0,0,1,1,36600.49
721201-50-9569,YAW9432,27,23,16,Perodua Myvi,0,200.0,50000.0,0.57,10436.02,0,3,0,0,0,2,1,10236.02
851229-14-7759,GIB5465,28,9,6,Proton X70,0,800.0,110000.0,0.72,33145.69,0,4,0,0,1,0,1,32345.690000000002
760913-34-8719,GHO5059,48,52,7,Perodua Myvi,0,800.0,50000.0,0.65,11886.16,0,5,0,0,1,3,1,11086.16
960213-76-9106,QGB4187,50,34,12,Perodua Myvi,0,300.0,50000.0,0.79,16558.29,1,3,0,0,1,3,1,16258.29
821105-02-9416,UOJ7665,18,0,7,Honda City,0,200.0,80000.0,0.4,10793.07,0,4,1,0,0,1,1,10593.07
710622-74-6392,PQZ4598,44,2,9,Perodua Myvi,0,800.0,50000.0,0.45,7271.09,0,0,1,0,0,1,1,6471.09
531212-29-5552,VWL8073,36,45,18,Perodua Myvi,0,500.0,50000.0,0.61,13022.19,0,5,1,0,0,2,1,12522.19
860322-22-5650,EAF5918,35,6,0,Toyota Vios,0,200.0,75000.0,0.47,12562.21,0,4,0,0,1,1,1,12362.21
720808-27-9934,PXH6979,48,50,2,Perodua Myvi,0,200.0,50000.0,0.61,11876.17,0,3,1,0,1,2,1,11676.17
580219-78-4848,GYB8988,41,3,5,Perodua Myvi,0,300.0,50000.0,0.7,17422.44,0,6,0,0,0,2,1,17122.44
641025-58-5918,JGQ4517,38,3,1,Perodua Myvi,0,300.0,50000.0,0.75,12210.64,0,3,0,0,0,1,1,11910.64
840530-35-2048,SSG2468,46,3,1,Perodua Myvi,0,500.0,50000.0,0.41,6353.49,0,3,0,0,0,1,1,5853.49
681204-16-3565,TNQ1422,34,38,15,Perodua Myvi,0,300.0,50000.0,0.45,6869.11,0,8,1,0,1,1,1,6569.11
440717-33-1445,DJY8289,40,72,1,Proton X70,0,1000.0,110000.0,0.75,25292.6,0,5,1,0,2,1,1,24292.6
650805-74-7080,HIS4031,28,69,17,Toyota Vios,0,300.0,75000.0,0.57,17517.75,0,7,1,0,1,0,1,17217.75
541210-71-0462,ZPH9425,40,59,14,Perodua Myvi,0,300.0,50000.0,0.52,9346.84,0,4,1,0,1,0,1,9046.84
871007-34-8937,QAP5436,51,53,20,Perodua Myvi,0,800.0,50000.0,0.58,13245.89,0,7,1,0,0,2,1,12445.89
790610-86-3696,PQM6735,59,10,0,Perodua Myvi,0,800.0,50000.0,0.61,14650.21,0,4,1,0,0,1,1,13850.21
020815-85-4695,KIT4036,45,4,6,Perodua Myvi,0,800.0,50000.0,0.78,17510.58,0,3,0,0,0,0,1,16710.58
990214-53-2364,JMP7275,75,23,0,Proton X70,0,800.0,110000.0,0.58,23919.71,0,3,1,0,0,4,1,23119.71
910905-91-6890,DGC4124,55,2,12,Honda City,0,800.0,80000.0,0.62,23220.11,1,8,1,0,0,0,0,0.0
610514-48-2873,GSM8640,36,4,3,Proton X70,0,200.0,110000.0,0.7,32398.85,1,4,1,0,2,1,1,32198.85
530414-98-4073,PUO2919,30,9,2,Perodua Myvi,0,200.0,50000.0,0.69,12550.64,0,3,1,1,0,2,1,12350.64
460728-78-8405,QSN9856,45,16,9,Honda City,0,800.0,80000.0,0.58,15530.3,0,5,1,0,0,1,1,14730.3
851119-47-5840,IWB9629,44,28,18,Perodua Myvi,0,300.0,50000.0,0.5,8160.35,0,4,0,0,0,2,1,7860.35
580814-38-4413,WHS9746,36,2,4,Perodua Myvi,0,800.0,50000.0,0.42,10307.97,0,10,0,1,0,0,0,0.0
991206-92-9972,PJI5243,44,36,12,Perodua Myvi,0,1000.0,50000.0,0.79,12671.51,0,4,0,0,1,1,1,11671.51
920425-51-9819,BFY2248,25,1,14,Honda City,0,200.0,80000.0,0.51,17776.45,0,7,1,0,1,0,1,17576.45
470209-36-3154,EET2939,38,8,9,Perodua Myvi,0,1000.0,50000.0,0.68,10382.92,0,6,1,0,0,0,1,9382.92
850816-09-7941,AUV4148,45,4,16,Perodua Myvi,0,1000.0,50000.0,0.77,15452.9,0,6,1,0,0,0,1,14452.9
630222-19-9504,YVE0058,73,4,3,Proton X70,0,500.0,110000.0,0.62,21821.99,0,7,0,0,2,2,1,21321.99
490114-47-9234,HMK2623,52,59,16,Perodua Myvi,0,800.0,50000.0,0.45,7881.64,0,12,1,0,0,1,1,7081.64
981010-53-7151,JDJ3576,29,8,6,Honda City,0,1000.0,80000.0,0.72,25697.05,0,9,1,0,1,3,1,24697.05
480419-38-5346,BDN4453,48,26,0,Perodua Myvi,0,1000.0,50000.0,0.69,13763.2,0,6,1,0,0,3,1,12763.2
610404-23-1249,JHR1845,51,24,11,Toyota Vios,0,300.0,75000.0,0.43,13818.26,0,2,0,0,0,0,1,13518.26
840517-63-0293,MSQ6872,55,1,5,Proton X70,0,1000.0,110000.0,0.71,26882.83,1,2,1,0,0,0,1,25882.83
910913-22-3715,RUM5332,38,59,7,Perodua Myvi,0,1000.0,50000.0,0.62,12521.33,0,9,0,0,0,1,1,11521.33
470618-88-6627,OFS0517,25,41,2,Honda City,0,800.0,80000.0,0.51,19449.13,0,4,1,1,1,2,1,18649.13
620902-97-1833,MZV1003,48,7,11,Perodua Myvi,0,500.0,50000.0,0.56,11825.49,1,7,1,0,0,1,1,11325.49
001011-16-0494,LZJ5986,36,2,1,Toyota Vios,0,1000.0,75000.0,0.55,15319.41,1,5,0,0,0,1,1,14319.41
740614-76-2920,EVW1681,33,1,6,Proton X70,0,800.0,110000.0,0.62,28177.78,0,5,0,0,1,1,1,27377.78
621210-68-5608,IMQ7244,43,2,0,Nissan Almera,0,800.0,70000.0,0.41,13001.42,0,3,1,0,0,0,1,12201.42
721123-85-0095,IBQ7423,25,50,12,Mazda 3,0,200.0,130000.0,0.58,33292.22,0,2,1,0,1,1,1,33092.22
050429-24-2814,UHD4373,53,64,0,Proton X70,0,300.0,110000.0,0.79,38028.29,1,9,1,0,0,1,1,37728.29
900403-44-3411,SZK6841,65,0,16,Perodua Myvi,0,800.0,50000.0,0.67,11013.57,1,4,1,0,0,5,1,10213.57
741001-34-2060,UTM0358,37,0,19,Perodua Myvi,0,1000.0,50000.0,0.7,15107.25,0,3,1,0,2,1,1,14107.25
